Taxon,Prevalence,Ref,Reference
s__Shewanella benthica,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella bicestrii,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella decolorationis,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella donghaensis,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella frigidimarina,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella halifaxensis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella japonica,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella livingstonensis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella loihica,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella marisflavi,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella maritima,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella oneidensis,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella pealeana,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella piezotolerans,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella psychrophila,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella putrefaciens,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sediminis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. ANA-3,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. FDAARGOS_354,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. M2,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. MEBiC00475,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. MR-7,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. Pdp11,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. phage 1/41,0,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. SM1901,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. SNU WT4,0.960893855,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. TH2012,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. W3-18-1,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. WE21,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella sp. YLB-06,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella violacea,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Shewanella woodyi,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Shigella boydii,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Shigella dysenteriae,0.131284916,Ours,ExoTIC TCGA CRC (this study)
s__Shigella flexneri,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Shigella sonnei,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Shimwellia blattae,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Shinella sp. HZN7,0.234636872,Ours,ExoTIC TCGA CRC (this study)
s__Siansivirga zeaxanthinifaciens,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Sideroxydans lithotrophicus,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Silicimonas algicola,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Silvanigrella aquatica,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Silvanigrellales bacterium RF1110005,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Simbu orthobunyavirus,0.245810056,Ours,ExoTIC TCGA CRC (this study)
s__Simian mastadenovirus C,0,Ours,ExoTIC TCGA CRC (this study)
s__Simian mastadenovirus D,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Simiduia agarivorans,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Simkania negevensis,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Simplicispira suum,0.603351955,Ours,ExoTIC TCGA CRC (this study)
s__Singulisphaera acidiphila,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Sinomonas atrocyanea,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium americanum,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium fredii,0.583798883,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium medicae,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium meliloti,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium sp. CCBAU 05631,0.092178771,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium sp. M14,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Sinorhizobium sp. RAC02,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Slackia heliotrinireducens,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Snake atadenovirus A,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Sneathia amnii,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Snodgrassella alvi,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Snyder-Theilen feline sarcoma virus,0.960893855,Ours,ExoTIC TCGA CRC (this study)
s__Sodalis endosymbiont of Henestaris halophilus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Sodalis glossinidius,0.162011173,Ours,ExoTIC TCGA CRC (this study)
s__Sodalis praecaptivus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Sodalis virus SO1,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Soehngenia sp. W6,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Solanum lycopersicum,1,Ours,ExoTIC TCGA CRC (this study)
s__Solanum pennellii,1,Ours,ExoTIC TCGA CRC (this study)
s__Solibacillus silvestris,0.237430168,Ours,ExoTIC TCGA CRC (this study)
s__Solibacillus sp. R5-41,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Solimonas sp. K1W22B-7,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Solitalea canadensis,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Sorangium cellulosum,0.656424581,Ours,ExoTIC TCGA CRC (this study)
s__Sorghum bicolor,1,Ours,ExoTIC TCGA CRC (this study)
s__Southwest baboon virus 1,0,Ours,ExoTIC TCGA CRC (this study)
s__Sphaerobacter thermophilus,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Sphaerospermopsis kisseleviana,0.536312849,Ours,ExoTIC TCGA CRC (this study)
s__Sphaerotilus natans,0.117318436,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacteriaceae bacterium GW460-11-11-14-LB5,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium daejeonense,0.988826816,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium hotanense,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium mizutaii,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium psychroaquaticum,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. 21,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. B29,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. CZ-2,0.117318436,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. dk4302,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. G1-14,0.175977654,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium sp. ML3W,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Sphingobacterium thalpophilum,0.094972067,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas ginsengisoli An et al. 2013,0.237430168,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas hengshuiensis,0.212290503,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas indica,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas koreensis,0.156424581,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas melonis,0.603351955,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas panacis,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas paucimobilis,0.324022346,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sanxanigenens,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. AAP5,0.226256983,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. AE3,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. C8-2,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. Cra20,0.100558659,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. ERG5,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. FARSPH,0.315642458,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. HKS19,0.240223464,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. IC081,0.159217877,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. KC8,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. LK11,0.215083799,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. LM7,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. LMO-1,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. MM-1,0.122905028,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. NIC1,0.159217877,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. PAMC26645,0.17877095,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. XS-10,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas sp. YZ-8,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas taxi,0.201117318,Ours,ExoTIC TCGA CRC (this study)
s__Sphingomonas wittichii,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Sphingorhabdus sp. M41,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Sphingorhabdus sp. SMR4y,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Sphingorhabdus sp. YGSMI21,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Sphingosinicella microcystinivorans,0.092178771,Ours,ExoTIC TCGA CRC (this study)
s__Sphingosinicella sp. BN140058,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Spider shaspivirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Spiribacter curvatus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Spiribacter roseus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Spiribacter salinus,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Spiribacter sp. 2438,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Spirochaeta africana,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Spirochaeta perfilievii,0.62849162,Ours,ExoTIC TCGA CRC (this study)
s__Spirochaeta thermophila,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma alleghenense,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma apis,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma cantharicola,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma citri,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma clarkii,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma corruscae,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma culicicola,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma diminutum,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma eriocheiris,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma floricola,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma gladiatoris,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma helicoides,0.768156425,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma kunkelii,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma litorale,0.240223464,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma monobiae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma phoeniceum,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma sabaudiense,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma syrphidicola,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma tabanidicola,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma taiwanense,0.326815642,Ours,ExoTIC TCGA CRC (this study)
s__Spiroplasma turonicum,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma aerolatum,0.402234637,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma montaniterrae,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma pollinicola,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma radiotolerans,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma rigui,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Spirosoma sp. KCTC 42546,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Spodoptera exigua multiple nucleopolyhedrovirus,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Spodoptera frugiperda granulovirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Spodoptera littoralis nucleopolyhedrovirus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Spodoptera litura granulovirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Spodoptera litura nucleopolyhedrovirus II,0,Ours,ExoTIC TCGA CRC (this study)
s__Spongiibacter sp. IMCC21906,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Sporanaerobacter sp. JN28,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Sporisorium graminicola,1,Ours,ExoTIC TCGA CRC (this study)
s__Sporolactobacillus terrae,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Sporomusa termitida,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina pasteurii,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina psychrophila,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina sp. P33,0,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina sp. P37,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina sp. PTS2304,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Sporosarcina ureae,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Squirrelpox virus,0.298882682,Ours,ExoTIC TCGA CRC (this study)
s__Stackebrandtia nassauensis,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Stanieria cyanosphaera,0.508379888,Ours,ExoTIC TCGA CRC (this study)
s__Stanieria sp. NIES-3757,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus agnetis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus argenteus,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus arlettae,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus aureus,0.972067039,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus auricularis,0.153631285,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus capitis,0.561452514,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus caprae,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus carnosus,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus chromogenes,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus cohnii,0.561452514,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus condimenti,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus delphini,0.148044693,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus epidermidis,0.812849162,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus equorum,0.215083799,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus felis,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus fleurettii,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus haemolyticus,0.335195531,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus hominis,0.455307263,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus hyicus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus kloosii,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus lugdunensis,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus lutrae,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus muscae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus nepalensis,0.44972067,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus pasteuri,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus pettenkoferi,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage 2638A,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage 812,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage IME-SA4,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage phiRS7,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage StB12,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage StB20,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage StB20-like,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus phage StB27,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus piscifermentans,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus pseudintermedius,0.511173184,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus saprophyticus,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus schleiferi,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus schweitzeri,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sciuri,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus simiae,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus simulans,0.248603352,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sp. 693-2,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sp. AntiMn-1,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sp. CDC3,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sp. M0911,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus sp. SDB 2975,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus stepanovicii,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus succinus,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus CNPH82,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus EW,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus IPLAC1C,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus JD7,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus MCE2014,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus PH15,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus Remus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus Sb1,0,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus SEP1,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus SEP9,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus Sextaec,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus virus Twort,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus warneri,0.365921788,Ours,ExoTIC TCGA CRC (this study)
s__Staphylococcus xylosus,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Staphylothermus marinus,0.131284916,Ours,ExoTIC TCGA CRC (this study)
s__Stappia sp. ES.058,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Starkeya novella,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Stella humosa,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas acidaminiphila,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas maltophilia,0.620111732,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas phage S1,0,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas phage Smp131,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas rhizophila,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. ASS1,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. DAIF1,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. ESTM1D_MKCIP4_1,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. G4,0.75698324,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. LM091,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. MYb57,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. Pemsol,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. pho,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. SAU14A_NAIMI4_5,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. SAU14A_NAIMI4_8,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. WZN-1,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. YAU14A_MKIMI4_1,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. YAU14D1_LEIMI4_1,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. ZAC14A_NAIMI4_1,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. ZAC14D2_NAIMI4_6,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas sp. ZAC14D2_NAIMI4_7,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas virus IME13,0,Ours,ExoTIC TCGA CRC (this study)
s__Stenotrophomonas virus SMA6,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Steroidobacter denitrificans,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Sterolibacteriaceae bacterium J5B,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Sterolibacteriaceae bacterium M52,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Sterolibacterium denitrificans,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Stigmatella aurantiaca,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Streptacidiphilus sp. DSM 106435,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Streptobacillus moniliformis,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus acidominimus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus agalactiae,0.122905028,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus anginosus,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus australis,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus canis,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus constellatus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus cristatus,0.100558659,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus dysgalactiae,0.136871508,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus equi,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus equinus,0.234636872,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus ferus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus gallolyticus,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus gordonii,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus halotolerans,0.131284916,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus himalayensis,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus infantarius,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus infantis,0,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus iniae,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus intermedius,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus lutetiensis,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus macedonicus,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus marmotae,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Streptococcus merionis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
